#feature	value	weight	wins	losses
pattern	22603	1.271122660139797	191	839
pattern	22604	-7.527221599004561	0	1857
pattern	22605	-8.498812559089897	0	4908
pattern	22606	-4.176404035466658	4	4147
pattern	22607	-5.19092776640778	9	25515
pattern	22608	-4.162735417295017	2	2077
pattern	22609	-9.408694097275715	0	12193
pattern	22610	-7.9786318847790465	0	2917
pattern	22611	-4.056194412180193	2	1867
pattern	22612	-3.1790191570764064	4	1529
pattern	22613	-8.207384460495586	0	3667
pattern	22614	5.174616318858819	845	74
pattern	22615	-10.463472901350293	0	35012
pattern	22616	-7.560047253699726	0	1919
pattern	22617	-4.216159368245949	12	12812
pattern	22618	-8.90990213322302	0	7404
pattern	22619	-9.083749001471359	0	8810
pattern	22620	-6.680025364811189	2	25755
pattern	22621	-9.369899525457226	0	11729
pattern	22622	-4.329247318340413	4	4832
pattern	22623	-8.414481674476217	0	4511
pattern	22624	-2.6504121581479763	13	2898
pattern	22625	-3.6232648685785946	10	5907
pattern	22626	-2.3697503075172914	22	3697
pattern	22627	-0.7776012799791091	93	3173
pattern	22628	-9.03705027521901	0	8408
pattern	22629	-5.966400286079095	2	12616
pattern	22630	-4.6116216755831125	1	1677
pattern	22631	-3.8520610095708596	5	3736
pattern	22632	-4.535270525300737	2	3015
pattern	22633	-4.776616518242341	1	1978
pattern	22634	-2.317549578016612	36	5736
pattern	22635	-9.117779414276104	0	9115
pattern	22636	-4.624960282382753	2	3298
pattern	22637	-10.447900851963738	0	34471
pattern	22638	-9.944098485631685	0	20828
pattern	22639	-7.130047443479393	0	1248
pattern	22640	-2.8281156720694107	17	4522
pattern	22641	-1.7406566602298832	82	7331
pattern	22642	-2.919705110579453	36	10475
pattern	22643	-3.9817044623795543	11	9294
pattern	22644	-9.050398870066454	0	8521
pattern	22645	-9.757127746547976	0	17276
pattern	22646	-4.543196757607606	2	3039
pattern	22647	-1.2016734393137993	39	2035
pattern	22648	-0.1679734908667426	152	2818
pattern	22649	-4.392891534725932	5	6417
pattern	22650	-2.834884984970349	15	4019
pattern	22651	-9.60830653603781	0	14887
pattern	22652	-1.2813853255561805	64	3615
pattern	22653	-7.895784643930807	0	2685
pattern	22654	-9.277338657003487	0	10692
pattern	22655	-9.73334769209814	0	16870
pattern	22656	-5.34709628667876	2	6791
pattern	22657	-1.972071360599557	44	4961
pattern	22658	-9.36047756271866	0	11619
pattern	22659	-5.674464921317506	1	4856
pattern	22660	-4.279112321373741	7	7989
pattern	22661	-9.729963380365424	0	16813
pattern	22662	-3.520449721900518	6	3211
pattern	22663	-4.852962142765297	1	2135
pattern	22664	-3.5103621056975536	12	6325
pattern	22665	2.6886889474509363	811	863
pattern	22666	-1.2266374652628702	54	2888
pattern	22667	-2.6485320290255685	18	4000
pattern	22668	-9.402854513907048	0	12122
pattern	22669	-1.2945468579517003	33	1890
pattern	22670	-9.620191616739547	0	15065
pattern	22671	-10.135390103115348	0	25219
pattern	22672	-1.8950262614851396	36	3759
pattern	22673	-5.9269483019650595	1	6251
pattern	22674	-1.6415160735086627	127	10280
pattern	22675	-4.122830364366219	7	6833
pattern	22676	-9.80548526637961	0	18132
pattern	22677	-1.7810674919262406	0	5
pattern	22678	-2.165612711588932	63	8617
pattern	22679	-8.685743074242826	0	5917
pattern	22680	-9.165754680378367	0	9563
pattern	22681	-9.861932823240855	0	19185
pattern	22682	-5.128641378268297	1	2813
pattern	22683	-3.611960466907196	2	1197
pattern	22684	-2.958937974354554	25	7571
pattern	22685	-8.744796596987566	0	6277
pattern	22686	0.5986063407695505	283	2437
pattern	22687	-9.852033015718956	0	18996
pattern	22688	0.3340021764938221	177	1986
pattern	22689	-7.595355220501415	0	1988
pattern	22690	-1.2835251425276897	178	10071
pattern	22691	-2.4013847866012874	9	1567
pattern	22692	-3.6593475131799087	18	10993
pattern	22693	-8.456154948123427	0	4703
pattern	22694	-6.452921968034874	1	10578
pattern	22695	-8.281454727011392	0	3949
pattern	22696	-9.292467347362223	0	10855
pattern	22697	-2.128842773585142	127	16736
pattern	22698	0.3821948189204824	195	2085
pattern	22699	-7.698907297361109	0	2205
pattern	22700	-3.674709438802012	13	8073
pattern	22701	-2.7424954140754116	11	2691
pattern	22702	-5.485571854370495	1	4020
pattern	22703	-3.9524200289490956	17	13921
pattern	22704	-5.3178140915372705	5	16183
pattern	22705	-9.557182690496095	0	14145
pattern	22706	-4.272854631882875	4	4567
pattern	22707	-4.397222975129797	15	19174
pattern	22708	-2.493173509588705	45	8544
pattern	22709	-0.6607220095229575	0	1
pattern	22710	-9.042269161814513	0	8452
pattern	22711	-9.466991152973007	0	12925
pattern	22712	-2.1995199237563297	27	3825
pattern	22713	-4.742516197769836	6	10901
pattern	22714	-1.4741379820891836	33	2262
pattern	22715	-4.375920498418798	5	6309
pattern	22716	-2.2440910844351465	66	9764
pattern	22717	-2.2175716632760962	39	5622
pattern	22718	-8.785223885910671	0	6536
pattern	22719	-3.257717582966757	13	5320
pattern	22720	-2.223875452113628	36	5223
pattern	22721	-10.648798656647946	0	42141
pattern	22722	-4.022884540518267	7	6183
pattern	22723	-8.092831543215292	0	3270
pattern	22724	-5.1184878446881905	2	5403
pattern	22725	-6.163818963984111	1	7922
pattern	22726	-4.4181813818216975	8	10481
pattern	22727	1.7812843163483738	669	1765
pattern	22728	-3.2000518866965146	5	1946
pattern	22729	1.3214160354476991	314	1312
pattern	22730	-1.80934996917883	27	2589
pattern	22731	-5.516909057393025	1	4148
pattern	22732	-7.034331731579154	0	1134
pattern	22733	-9.129014952915593	0	9218
pattern	22734	-5.975889449320586	3	18908
pattern	22735	0.2663806333685912	176	2113
pattern	22736	-7.484894478055656	0	1780
pattern	22737	-4.8675452457931945	3	6241
pattern	22738	-3.857767158855409	3	2273
pattern	22739	-0.6607220095229575	0	1
pattern	22740	-5.242911902585118	2	6119
pattern	22741	-3.2758278256023834	10	4173
pattern	22742	-1.5626890291509807	76	5687
pattern	22743	-4.9260461538371585	2	4457
pattern	22744	-7.18685277501248	0	1321
pattern	22745	-8.037522591440064	0	3094
pattern	22746	-4.673188257593817	2	3461
pattern	22747	-2.452249738368445	21	3833
pattern	22748	-6.867908030647499	0	960
pattern	22749	-9.921127876733417	0	20355
pattern	22750	-2.4559415432211718	28	5126
pattern	22751	-0.38965423412483247	90	2083
pattern	22752	-3.920822123402802	3	2421
pattern	22753	-9.523904825643408	0	13682
pattern	22754	-9.860054686219433	0	19149
pattern	22755	-8.798746976273536	0	6625
pattern	22756	-3.031892853814236	27	8794
pattern	22757	1.3447526950167952	246	1004
pattern	22758	-3.2513791418983393	7	2858
pattern	22759	-8.219847584500828	0	3713
pattern	22760	-2.3920774722609734	0	10
pattern	22761	-2.6997864620634733	15	3511
pattern	22762	-9.475465168763554	0	13035
pattern	22763	1.1228941048581722	260	1325
pattern	22764	-2.1520102601270397	92	12410
pattern	22765	0.8030942966048045	276	1937
pattern	22766	-2.49079727209671	17	3227
pattern	22767	-8.053230881201259	0	3143
pattern	22768	-3.077363925194042	14	4782
pattern	22769	-3.265836508590059	14	5774
pattern	22770	-3.455556108336267	8	4002
pattern	22771	-1.9434990754409418	32	3508
pattern	22772	-9.059742618987723	0	8601
pattern	22773	-4.619210619093831	5	8047
pattern	22774	-9.843203256634922	0	18829
pattern	22775	-5.182807332618192	2	5762
pattern	22776	-8.874299132779962	0	7145
pattern	22777	-8.627291006341302	0	5581
pattern	22778	-3.6659073650591965	11	6777
pattern	22779	-10.200585289253814	0	26918
pattern	22780	-8.53560982153715	0	5092
pattern	22781	-7.821216511165448	0	2492
pattern	22782	-3.687508285558526	15	9429
pattern	22783	-2.7582210495432617	13	3228
pattern	22784	-9.448564556050929	0	12689
pattern	22785	-3.3242136976301526	7	3074
pattern	22786	-8.354423946032707	0	4248
pattern	22787	-9.103416012274028	0	8985
pattern	22788	-2.376252901618866	6	1022
pattern	22789	-4.446567792428964	2	2759
pattern	22790	-8.24142289913343	0	3794
pattern	22791	-9.530097726946146	0	13767
pattern	22792	-4.397073141984982	1	1353
pattern	22793	-8.82142796154665	0	6777
pattern	22794	-2.724183421933562	22	5270
pattern	22795	2.87963530177027	1	0
pattern	22796	0.21954720451100398	117	1472
pattern	22797	-9.216813021980851	0	10064
pattern	22798	-8.84878731438381	0	6965
pattern	22799	-2.1505692397733154	25	3373
pattern	22800	-3.8177919535295612	4	2897
pattern	22801	-6.291829988344539	1	9004
pattern	22802	-2.0327790737563687	34	4075
pattern	22803	-1.1591492721282197	63	3149
pattern	22804	1.1449213634367301	428	2134
pattern	22805	-9.917140755484867	0	20274
pattern	22806	-8.296031745657356	0	4007
pattern	22807	-9.60224302713395	0	14797
pattern	22808	-0.7382949910948	58	1903
pattern	22809	-8.733583806839375	0	6207
pattern	22810	1.4976969134883	354	1240
pattern	22811	-2.73343094536818	31	7489
pattern	22812	-2.838524523930571	61	16354
pattern	22813	-2.5669292152001644	37	7565
pattern	22814	-3.9458763885012877	4	3293
pattern	22815	-2.3479306578471046	34	5585
pattern	22816	-0.32458775814612534	39	846
pattern	22817	-3.900974488840238	14	10898
pattern	22818	-3.9144208173018074	4	3191
pattern	22819	-9.477916913513475	0	13067
pattern	22820	-1.344376770719676	72	4331
pattern	22821	-3.1823113063982444	22	8333
pattern	22822	-9.444141844512773	0	12633
pattern	22823	-8.888610028376716	0	7248
pattern	22824	0.10890446201950174	258	3626
pattern	22825	-9.236878737050429	0	10268
pattern	22826	-4.045745652616785	7	6326
pattern	22827	-2.622472291113775	52	11234
pattern	22828	-4.90681564526726	3	6491
pattern	22829	-1.0922815051099917	71	3319
pattern	22830	-8.863182335066107	0	7066
pattern	22831	-3.1029955555076647	4	1417
pattern	22832	-0.7725792488383055	49	1664
pattern	22833	0.24113335364556882	77	948
pattern	22834	-5.352350243146941	6	20060
pattern	22835	-9.731389749977101	0	16837
pattern	22836	-3.308293148866445	6	2597
pattern	22837	-1.1842977075520504	62	3178
pattern	22838	-8.222805024138573	0	3724
pattern	22839	-9.883638693591587	0	19606
pattern	22840	-3.2556393040779623	0	25
pattern	22841	-4.512804724294324	2	2948
pattern	22842	-5.413138695155942	4	14286
pattern	22843	-2.7685926303485653	0	15
pattern	22844	-8.540897278757896	0	5119
pattern	22845	-9.33758397803607	0	11356
pattern	22846	0.8169380426619487	111	768
pattern	22847	-2.9489185935259066	9	2710
pattern	22848	-6.237440317225321	2	16544
pattern	22849	-8.73952622843534	0	6244
pattern	22850	-2.5656214509132624	8	1643
pattern	22851	-8.74016654234526	0	6248
pattern	22852	-1.1612446992194807	108	5408
pattern	22853	2.744304541558009	644	648
pattern	22854	-9.269074873727325	0	10604
pattern	22855	-8.815657379842714	0	6738
pattern	22856	-3.106342657863824	41	14375
pattern	22857	-2.229227220894375	55	8018
pattern	22858	-3.1932040333561504	3	1169
pattern	22859	-4.605898587086347	3	4804
pattern	22860	-2.152901525409148	79	10667
pattern	22861	-6.268801566125838	1	8799
pattern	22862	-5.083235120215101	5	12799
pattern	22863	-9.557182690496095	0	14145
pattern	22864	-9.690723483393374	0	16166
pattern	22865	-8.300512780274113	0	4025
pattern	22866	-2.56002881283723	0	12
pattern	22867	-9.486450990343094	0	13179
pattern	22868	-4.264059377027494	4	4527
pattern	22869	-2.3759512418804243	67	11309
pattern	22870	-2.8057569630233874	7	1830
pattern	22871	-9.685700664381118	0	16085
pattern	22872	-0.8355520102005076	348	12578
pattern	22873	-8.685066934402215	0	5913
pattern	22874	-8.650663439118084	0	5713
pattern	22875	-10.312776570334124	0	30114
pattern	22876	-4.537830610723775	5	7418
pattern	22877	-4.0945150334122165	11	10404
pattern	22878	-2.5072498575082354	25	4819
pattern	22879	-7.160019649483742	0	1286
pattern	22880	-9.514137140796944	0	13549
pattern	22881	-0.5461296478287467	125	3383
pattern	22882	-1.1581862733774275	163	8136
pattern	22883	-1.629666673382067	4	324
pattern	22884	-4.749372153824135	6	10976
pattern	22885	-5.048806587385717	6	14808
pattern	22886	-4.506973951392314	4	5772
pattern	22887	-7.820815297277794	0	2491
pattern	22888	-8.945584979392509	0	7673
pattern	22889	-8.479062635061167	0	4812
pattern	22890	-9.292835741500422	0	10859
pattern	22891	-10.150032612003553	0	25591
pattern	22892	1.1696665578369503	211	1026
pattern	22893	-9.25176408340211	0	10422
pattern	22894	-4.046781195029121	11	9919
pattern	22895	-9.254064050564661	0	10446
pattern	22896	-8.421548941294706	0	4543
pattern	22897	-2.609473804582087	71	15136
pattern	22898	-1.1078988330249324	119	5649
pattern	22899	-3.49944585978722	13	6775
pattern	22900	-5.978537971083789	1	6582
pattern	22901	-6.9567684858456085	1	17508
pattern	22902	-6.857348745778422	1	15851
pattern	22903	-3.935500750084738	4	3259
pattern	22904	-3.547159045834321	8	4386
pattern	22905	-8.183658792061733	0	3581
pattern	22906	-3.7670290083770035	7	4787
pattern	22907	-7.48091672100681	1	29572
pattern	22908	-7.090856713465496	0	1200
pattern	22909	-8.97055109312093	0	7867
pattern	22910	-9.50880929483817	0	13477
pattern	22911	-0.5387329266761558	196	5265
pattern	22912	-8.87723355635508	0	7166
pattern	22913	-1.0002171594887967	25	1067
pattern	22914	-0.859721004042657	66	2445
pattern	22915	-2.961746630367225	9	2745
pattern	22916	-3.159652513527641	17	6300
pattern	22917	-9.01650515286643	0	8237
pattern	22918	-4.69351790057571	3	5244
pattern	22919	-6.538570148019497	1	11524
pattern	22920	-6.576789399255117	1	11973
pattern	22921	-3.6922116999095502	4	2555
pattern	22922	-8.858359587031917	0	7032
pattern	22923	-1.059398650987065	39	1765
pattern	22924	-3.919420927424669	4	3207
pattern	22925	-8.050364122452294	0	3134
pattern	22926	-1.383817592686123	47	2942
pattern	22927	-9.778430811753617	0	17648
pattern	22928	-6.718936109618802	0	827
pattern	22929	-0.95268788062683	37	1505
pattern	22930	-5.182762481091888	7	19723
pattern	22931	-2.387321709000087	35	5980
pattern	22932	1.2544120143864195	280	1251
pattern	22933	-1.5624130513591312	53	3966
pattern	22934	-2.3159854814798995	7	1121
pattern	22935	-9.351834418893825	0	11519
pattern	22936	-9.228174045630693	0	10179
pattern	22937	-2.127496123261795	47	6190
pattern	22938	-8.153331418908161	0	3474
pattern	22939	-3.6971544180735947	9	5728
pattern	22940	-3.3068837042067636	8	3449
pattern	22941	2.333132057115901	417	633
pattern	22942	-2.756226178535283	27	6675
pattern	22943	-1.6761265235132068	31	2601
pattern	22944	-8.927703732390606	0	7537
pattern	22945	-1.9694347136655566	41	4611
pattern	22946	-2.448379392043714	30	5450
pattern	22947	-1.57414814578859	97	7341
pattern	22948	1.3065900286803018	612	2596
pattern	22949	-2.0791690784990458	65	8154
pattern	22950	0.475760329085381	362	3525
pattern	22951	-9.2990777663852	0	10927
pattern	22952	-5.3585150505721355	2	6869
pattern	22953	-6.629414133218003	1	12620
pattern	22954	-5.086914787402043	1	2698
pattern	22955	-5.303296862251564	1	3350
pattern	22956	-1.1703609494886376	105	5306
pattern	22957	-6.617297542323289	1	12468
pattern	22958	-9.295778019068724	0	10891
pattern	22959	-2.195475506285025	74	10427
pattern	22960	-9.272557742804823	0	10641
pattern	22961	-0.37637358124072456	135	3083
pattern	22962	-5.030848718355561	4	9747
pattern	22963	-0.13436120917075378	163	2922
pattern	22964	-7.191381302725951	0	1327
pattern	22965	-5.3473731084392355	1	3501
pattern	22966	-5.207865401214906	1	3045
pattern	22967	-1.1417565205932565	101	4960
pattern	22968	-0.7451083111788098	194	6406
pattern	22969	-0.6607220095229575	0	1
pattern	22970	-10.486120321128837	0	35814
pattern	22971	-3.8748240751975054	6	4577
pattern	22972	-2.226805707192077	6	880
pattern	22973	-7.043104208688219	0	1144
pattern	22974	-4.101977528723692	3	2902
pattern	22975	-5.140993860223568	2	5526
pattern	22976	-5.107322728248498	2	5343
pattern	22977	-8.21957829213792	0	3712
pattern	22978	-7.2491697278277485	0	1406
pattern	22979	-4.435272091792833	2	2728
pattern	22980	-1.370213205873998	0	3
pattern	22981	-4.384733266333546	15	18936
pattern	22982	-3.131182592302465	9	3252
pattern	22983	-0.06429945766401081	202	3376
pattern	22984	-6.10360395635863	1	7459
pattern	22985	-8.589874033222202	0	5376
pattern	22986	-9.815308400756502	0	18311
pattern	22987	-9.095595561398351	0	8915
pattern	22988	-5.550562031011546	1	4290
pattern	22989	-5.6865393073346615	1	4915
pattern	22990	-4.29612914599361	1	1223
pattern	22991	-0.8883015069069682	108	4116
pattern	22992	-1.1347761540864438	99	4828
pattern	22993	-9.34460343722697	0	11436
pattern	22994	-8.544406782056253	0	5137
pattern	22995	-3.2903365652533316	10	4234
pattern	22996	-2.7410083896796844	11	2687
pattern	22997	-0.47232897866699236	108	2715
pattern	22998	-1.9367526174253724	0	6
pattern	22999	-9.103972282577715	0	8990
pattern	23000	-9.90593139720344	0	20048
pattern	23001	-8.440298388814934	0	4629
pattern	23002	-9.675076186093847	0	15915
pattern	23003	-5.025874578474652	2	4925
pattern	23004	-2.2353510753777575	24	3525
pattern	23005	-8.813131539234629	0	6721
pattern	23006	-4.114373352982071	12	11572
pattern	23007	-5.896978573078611	0	363
pattern	23008	-1.7422364094442035	19	1705
pattern	23009	-6.016689287556558	1	6838
pattern	23010	-6.4148686913330355	1	10183
pattern	23011	-3.153313922887914	59	21671
pattern	23012	-8.701668482676368	0	6012
pattern	23013	-0.10660189897387005	315	5492
pattern	23014	-4.966147630100565	8	18130
pattern	23015	-5.80169848748496	1	5515
pattern	23016	-5.252175322702651	1	3183
pattern	23017	-0.4858330546093375	66	1682
pattern	23018	-10.335787267654524	0	30815
pattern	23019	-9.803995153513336	0	18105
pattern	23020	-1.919003434557626	56	5986
pattern	23021	-9.175742345311978	0	9659
pattern	23022	-3.4447558804969445	8	3959
pattern	23023	-0.6607220095229575	0	1
pattern	23024	-1.6594962821884696	231	19034
pattern	23025	-2.85289524524562	29	7896
pattern	23026	-7.130880264859108	1	20838
pattern	23027	-8.818176856650592	0	6755
pattern	23028	-2.527684857727588	34	6685
pattern	23029	-2.724054749743661	17	4075
pattern	23030	-2.1301436351181047	23	3041
pattern	23031	-4.940963707965356	2	4524
pattern	23032	-1.7409501627851913	60	5367
pattern	23033	-0.5143712377690766	157	4116
pattern	23034	-9.483791906559635	0	13144
pattern	23035	-3.28187347376045	5	2112
pattern	23036	-5.050537798227265	2	5048
pattern	23037	-7.666192061247524	0	2134
pattern	23038	-0.2298461553425544	374	7376
pattern	23039	-1.5483018743851102	158	11650
pattern	23040	-1.3128131659575664	197	11477
pattern	23041	-1.8574014578177385	16	1612
pattern	23042	-9.412622752736992	0	12241
pattern	23043	-9.368278425026034	0	11710
pattern	23044	-5.2455578659843844	1	3162
pattern	23045	-2.0181349107919995	19	2247
pattern	23046	-9.237560172314819	0	10275
pattern	23047	-3.311377993945888	2	886
pattern	23048	-3.6106602383551376	10	5833
pattern	23049	-2.2148805657321766	32	4602
pattern	23050	0.6106167914767984	446	3795
pattern	23051	-9.622644477296319	0	15102
pattern	23052	-5.5458901472246644	1	4270
pattern	23053	-2.731426771848971	12	2902
pattern	23054	-2.361516449379447	41	6825
pattern	23055	2.4063923148661988	574	810
pattern	23056	-9.459614447494824	0	12830
pattern	23057	-0.3765537780777532	163	3723
pattern	23058	-7.803409024715245	0	2448
pattern	23059	-7.953998697611212	0	2846
pattern	23060	-8.664221940783696	0	5791
pattern	23061	-5.495596313680231	4	15514
pattern	23062	-0.9351712566431235	35	1399
pattern	23063	-9.929298401961725	0	20522
pattern	23064	-9.617399977961774	0	15023
pattern	23065	-5.111333739870179	4	10564
pattern	23066	-7.207812627194792	0	1349
pattern	23067	-4.208446675554044	5	5336
pattern	23068	-5.777381773694148	2	10443
pattern	23069	-8.913810790994214	0	7433
pattern	23070	-3.3471005783721437	35	15616
pattern	23071	-0.90503741565507	106	4108
pattern	23072	-9.1961335740131	0	9858
pattern	23073	-4.400601156207198	11	14130
pattern	23074	-9.446039687965685	0	12657
pattern	23075	-9.099066451237686	0	8946
pattern	23076	-1.8351483471089596	79	7763
pattern	23077	-0.6607220095229575	0	1
pattern	23078	1.3910351437718191	470	1832
pattern	23079	-0.2644373851258132	134	2736
pattern	23080	-3.661621054244624	6	3698
pattern	23081	-9.325625753863713	0	11221
pattern	23082	-0.16225036282969527	136	2507
pattern	23083	-7.453524924676877	0	1725
pattern	23084	-9.103861053269155	0	8989
pattern	23085	-4.015072922818194	4	3529
pattern	23086	-3.6170099159596707	7	4120
pattern	23087	-3.0531458284774753	5	1680
pattern	23088	-0.6607220095229575	0	1
pattern	23089	-8.801610392097109	0	6644
pattern	23090	-8.038168599609156	0	3096
pattern	23091	-5.014712763394036	1	2510
pattern	23092	-2.072222021867514	83	10338
pattern	23093	0.11570180565157381	195	2722
pattern	23094	-4.487390711756675	2	2874
pattern	23095	-9.362626726420482	0	11644
pattern	23096	-8.381358873293705	0	4364
pattern	23097	-0.24237370855741525	209	4174
pattern	23098	-9.741376574730205	0	17006
pattern	23099	-0.8985235733724111	46	1772
pattern	23100	-0.0619210353888356	92	1534
pattern	23101	-2.2550541022098693	10	1503
pattern	23102	-8.536983330561863	0	5099
pattern	23103	-1.6857873474102303	41	3472
pattern	23104	-8.830972209757345	0	6842
pattern	23105	-9.634034094923587	0	15275
pattern	23106	-1.5536733699574055	151	11194
pattern	23107	-3.1418809975537703	13	4738
pattern	23108	-3.140614088422786	13	4732
pattern	23109	-1.1365685908416923	79	3860
pattern	23110	-8.961229619152332	0	7794
pattern	23111	-2.1545482476801645	22	2981
pattern	23112	-3.7578865583416934	11	7430
pattern	23113	-2.750684669799679	17	4185
pattern	23114	-5.128996689223353	1	2814
pattern	23115	-4.776034413506412	2	3836
pattern	23116	-9.309093386764925	0	11037
pattern	23117	-3.088137795841125	0	21
pattern	23118	-9.52046397744746	0	13635
pattern	23119	-9.751904874109444	0	17186
pattern	23120	-0.9497497987205423	30	1217
pattern	23121	-3.8953225111914977	8	6213
pattern	23122	-2.0714333011208517	0	7
pattern	23123	0.8995746229185645	461	2938
pattern	23124	-3.7979650062653705	3	2141
pattern	23125	-8.795572579751205	0	6604
pattern	23126	-1.0302087781465725	73	3207
pattern	23127	-2.333355873018933	19	3080
pattern	23128	-1.5192161956073185	86	6161
pattern	23129	-7.199630713133698	0	1338
pattern	23130	-5.118641067029005	1	2785
pattern	23131	-4.029138104756099	4	3579
pattern	23132	-2.301329569591902	25	3922
pattern	23133	-5.768708836909709	1	5336
pattern	23134	3.4965730107605206	680	322
pattern	23135	-7.570925731428508	0	1940
pattern	23136	-6.898322290893662	1	16514
pattern	23137	-3.992148863741906	4	3449
pattern	23138	-4.299391961450205	1	1227
pattern	23139	-8.8245214599843	0	6798
pattern	23140	-3.216320174913157	0	24
pattern	23141	-8.990558212390908	0	8026
pattern	23142	-9.64574845167771	0	15455
pattern	23143	-7.988860631545761	0	2947
pattern	23144	-2.4185853092804313	29	5114
pattern	23145	-5.143492318895485	5	13594
pattern	23146	-6.3135796800297435	1	9202
pattern	23147	-3.2168637654521905	13	5107
pattern	23148	-9.788914543720164	0	17834
pattern	23149	-0.45738583883156847	61	1511
pattern	23150	-7.983418323121689	0	2931
pattern	23151	-5.684910621321774	1	4907
pattern	23152	-3.4109966395692863	6	2878
pattern	23153	-3.782738371678502	0	43
pattern	23154	-4.965590688849729	3	6884
pattern	23155	-1.7046148566084471	63	5434
pattern	23156	-3.583761124863814	3	1728
pattern	23157	-5.170742807730822	1	2934
pattern	23158	-5.831156986442264	2	11020
pattern	23159	-3.3164807870639375	14	6074
pattern	23160	-4.654838029150675	3	5045
pattern	23161	-5.655976885722844	2	9249
pattern	23162	-9.72070208326939	0	16658
pattern	23163	-7.7388959888694995	0	2295
pattern	23164	0.7467653703015912	430	3193
pattern	23165	0.4038888723949543	104	1088
pattern	23166	-5.3690849997683	2	6942
pattern	23167	-5.060636369599696	1	2628
pattern	23168	-5.6198821094825915	1	4598
pattern	23169	-2.8748366888154546	3	850
pattern	23170	-3.956781563089635	6	4968
pattern	23171	-9.622578262813583	0	15101
pattern	23172	-3.5143321749612006	16	8456
pattern	23173	-4.967766988420365	3	6899
pattern	23174	-8.707637722900914	0	6048
pattern	23175	-3.3597122849208216	4	1832
pattern	23176	-0.3962498408817462	77	1794
pattern	23177	-0.8882567489616261	89	3392
pattern	23178	-2.1875715343016178	125	17469
pattern	23179	-8.375614947904587	0	4339
pattern	23180	-8.880854762411056	0	7192
pattern	23181	-6.5909694042390745	1	12144
pattern	23182	-3.3608028355132658	4	1834
pattern	23183	-9.295410707454103	0	10887
pattern	23184	-8.09923120191901	0	3291
pattern	23185	-3.422540893791802	8	3872
pattern	23186	-0.7782792908702778	84	2868
pattern	23187	-9.619129054028177	0	15049
pattern	23188	-4.233181313961192	0	68
pattern	23189	-2.6476364484845774	20	4439
pattern	23190	-3.1697885131732235	7	2634
pattern	23191	-8.030388820847547	0	3072
pattern	23192	-1.3180560878445204	53	3106
pattern	23193	-9.605009852568882	0	14838
pattern	23194	-1.0945705832748986	103	4825
pattern	23195	-0.6987927893489315	340	10718
pattern	23196	-3.4070021585497314	2	975
pattern	23197	-5.090580226469572	4	10347
pattern	23198	-9.000351958922524	0	8105
pattern	23199	-8.658508071095122	0	5758
pattern	23200	-5.016304527188484	1	2514
pattern	23201	-9.494009641773875	0	13279
pattern	23202	-10.280791048170792	0	29166
pattern	23203	-8.786446952573487	0	6544
pattern	23204	-9.921275243031289	0	20358
pattern	23205	-6.290274075685333	1	8990
pattern	23206	-4.302980581502233	7	8182
pattern	23207	-5.096869020812976	1	2725
pattern	23208	0.05524998545742094	199	2951
pattern	23209	-9.61526777192632	0	14991
pattern	23210	-8.470716971655001	0	4772
pattern	23211	-4.60380768087501	6	9489
pattern	23212	-4.646003088008092	6	9898
pattern	23213	-6.97325196827992	1	17799
pattern	23214	0.4478045944293149	227	2273
pattern	23215	-8.659375910319433	0	5763
pattern	23216	-8.694659033537848	0	5970
pattern	23217	-3.359064396717585	23	10395
pattern	23218	-8.30001587797632	0	4023
pattern	23219	-4.642314049718102	7	11488
pattern	23220	-4.792140498591435	10	19013
pattern	23221	-3.5412383216465737	14	7605
pattern	23222	-3.6557773973863967	5	3070
pattern	23223	-9.600890573161202	0	14777
pattern	23224	-4.622292008517609	1	1695
pattern	23225	-2.900523994958848	7	2012
pattern	23226	-6.147787956177486	1	7796
pattern	23227	-6.353657794478689	2	18583
pattern	23228	-1.9337861516028771	45	4883
pattern	23229	-10.05065404560909	0	23170
pattern	23230	-8.438136195979043	0	4619
pattern	23231	-3.0358858464716945	30	9808
pattern	23232	-3.4974597416616353	6	3138
pattern	23233	-9.029530039256464	0	8345
pattern	23234	-4.2179105062121165	23	24538
pattern	23235	-1.2681350727200953	82	4570
pattern	23236	-6.478124123985034	1	10848
pattern	23237	-8.40131899923841	0	4452
pattern	23238	-9.366226955727644	0	11686
pattern	23239	-4.2231406882124025	5	5415
pattern	23240	-2.0714333011208517	0	7
pattern	23241	-2.8998633692068747	10	2865
pattern	23242	-4.67894874805575	2	3481
pattern	23243	-4.32942859874673	21	25054
pattern	23244	-4.388170584618512	1	1341
pattern	23245	-2.5116005209100636	18	3488
pattern	23246	-1.0675808817140742	71	3238
pattern	23247	-2.8161331212567884	8	2111
pattern	23248	-8.926376228583765	0	7527
pattern	23249	-8.256331231035604	0	3851
pattern	23250	-9.19410289714735	0	9838
pattern	23251	-5.557534301274287	10	40876
pattern	23252	-7.823220169561261	0	2497
pattern	23253	-9.855815936291231	0	19068
pattern	23254	-8.899176256935549	0	7325
pattern	23255	2.0223363969871464	524	1086
pattern	23256	-1.4284657944315644	173	11315
pattern	23257	-5.3312168978473276	2	6684
pattern	23258	-8.670589814695452	0	5828
pattern	23259	-1.7595616256746849	43	3920
pattern	23260	-7.832782238495219	0	2521
