#value	pattern_data	pattern_string	frequency
23271	5,98335,16777247	5|O....|...XX|.....|.....|#####|	1249
23272	5,3146751,4817919	5|..OXX|O..OO|.....|#####|#####|	1249
23273	5,66,4194337	5|..O..|.....|.....|...XO|...XO|	1249
23274	5,1090609,10011681	5|.O..#|O...#|OX..#|....#|X...#|	1249
23275	5,3263595,20024675	5|O..##|...##|X..##|.O.##|.X.##|	1249
23276	5,2068,8704	5|.....|.....|.O.X.|O....|X.X..|	1249
23277	5,3328,4489216	5|..O..|.O..O|...XX|.X...|.....|	1249
23278	5,204831,12861471	5|.OO..|.OXX.|OX...|.....|#####|	1249
23279	5,1040,34	5|.....|.....|....X|....O|X..O.|	1249
23280	5,2,65637	5|.....|...O.|.....|...OO|..OXO|	1249
23281	5,17892351,6947839	5|X.OOX|O.OX.|.....|#####|#####|	1249
23282	5,2524159,9962495	5|.O.XO|OXX.X|.....|#####|#####|	1249
23283	5,134175,1081375	5|....O|..X.O|...XX|.....|#####|	1249
23284	5,10093567,6652927	5|.XOOX|XOXOO|.....|#####|#####|	1249
23285	5,5,4202512	5|..O..|.....|.O...|.....|O.X.X|	1249
23286	5,133,65634	5|.....|...O.|.....|..XOO|..XOX|	1249
23287	5,124,8400128	5|.O...|.....|.O.OO|.O.XX|XXX..|	1249
23288	5,2368,196608	5|.....|..OO.|...X.|.X.X.|.....|	1249
23289	5,1065,4	5|.....|.....|....X|....X|.XO.X|	1248
23290	5,99327,15862783	5|.OOOO|..OXX|...O.|#####|#####|	1248
23291	5,160,131584	5|.....|..O..|.....|O.X.X|.....|	1248
23292	5,1034,32768	5|.....|....O|....X|.....|.X.X.|	1248
23293	5,1607213,1082673	5|....#|X...#|....#|XO..#|OXX.#|	1248
23294	5,128,2098240	5|...O.|.....|....O|..XO.|.....|	1248
23295	5,1545,16	5|.....|.....|....X|X....|OX..X|	1248
23296	5,0,51201	5|.....|....O|O..O.|.....|....O|	1248
23297	5,36,520	5|.....|.....|.....|O...X|.OX..|	1248
23298	5,558,17	5|.....|.....|.....|X...X|OXXXO|	1248
23299	5,80,640	5|.....|.....|.....|O.OX.|X....|	1248
23300	5,32784,34	5|.....|....X|.....|....O|X..O.|	1248
23301	5,1869353,17859633	5|O...#|XX..#|....#|X...#|OX..#|	1248
23302	5,1082925,1615153	5|....#|O...#|.O..#|XO..#|OXX.#|	1248
23303	5,9280,160	5|.....|.....|.X..X|..OXO|.....|	1248
23304	5,4,1064976	5|....O|.....|O....|.....|O.X..|	1248
23305	5,0,416	5|.....|.....|.....|.OO.O|.....|	1248
23306	5,93,130	5|.....|.....|.....|..OX.|XXXOX|	1248
23307	5,1638431,8388639	5|.O..X|X..X.|.....|.....|#####|	1248
23308	5,2098175,8946687	5|.O.X.|O...O|.....|#####|#####|	1248
23309	5,1184,256	5|.....|.....|....X|.OX.X|.....|	1248
23310	5,128,163873	5|.....|..O.O|.....|..X.O|....O|	1248
23311	5,3670047,196639	5|...XX|X.OO.|.....|.....|#####|	1248
23312	5,4033907,3272299	5|...##|XX.##|OO.##|OX.##|XO.##|	1248
23313	5,104,135	5|.....|.....|.....|..OXX|.XOOO|	1248
23314	5,1115135,4719615	5|..O.X|O..X.|.....|#####|#####|	1248
23315	5,1032,18	5|.....|.....|....X|.....|OX.O.|	1248
23316	5,33791,525311	5|.....|O...X|.....|#####|#####|	1248
23317	5,33791,16319487	5|.OOOO|O..OX|.....|#####|#####|	1248
23318	5,67,3360	5|.....|.....|...OO|.O.XO|...XX|	1248
23319	5,1055,2228255	5|...O.|..O..|....X|.....|#####|	1248
23320	5,196639,6586399	5|..OO.|.OXXO|.....|.....|#####|	1247
23321	5,192,163844	5|.....|..O.O|.....|..XX.|..O..|	1247
23322	5,1152,2752512	5|...O.|O.O..|....X|..X..|.....|	1247
23323	5,19,1048608	5|....O|.....|.....|....O|X..XX|	1247
23324	5,20041343,3247203	5|X..##|...##|X..##|X..##|XXX##|	1247
23325	5,1082921,18392357	5|O...#|O...#|.O..#|XO..#|.XO.#|	1247
23326	5,1090617,1082533	5|....#|....#|.X..#|..O.#|XXO.#|	1247
23327	5,36,3801089	5|...OO|O.O..|.....|....X|..X.O|	1247
23328	5,20303871,11775999	5|XO.##|.XO##|XO.##|#####|#####|	1247
23329	5,4042367,20024447	5|O..##|XX.##|.X.##|X..##|#####|	1247
23330	5,134,65601	5|.....|...O.|.....|..XO.|..XXO|	1247
23331	5,1098815,10134591	5|.O..#|O.O.#|XO..#|....#|#####|	1247
23332	5,1104,34	5|.....|.....|....X|...XO|X..O.|	1247
23333	5,3771507,28421219	5|OO.##|X..##|.O.##|...##|X..##|	1247
23334	5,1098801,1877793	5|....#|OO..#|XO..#|OO..#|X...#|	1247
23335	5,1343519,2165791	5|...OX|.X.OX|...OO|.....|#####|	1247
23336	5,2,262209	5|.....|.O...|.....|...O.|...XO|	1247
23337	5,32816,8	5|.....|....X|.....|....X|XO...|	1247
23338	5,3271803,20810851	5|O..##|OO.##|XX.##|...##|XX.##|	1247
23339	5,1310751,18939935	5|O..OX|.X.O.|.....|.....|#####|	1247
23340	5,3103,196639	5|.....|..OO.|...XX|.....|#####|	1247
23341	5,1792,16400	5|.....|.....|O...X|XX...|O....|	1247
23342	5,1361457,17859617	5|O...#|.X..#|X...#|X...#|X...#|	1247
23343	5,778271,32768031	5|OOOOO|XOXXX|XX...|.....|#####|	1247
23344	5,1098793,1353249	5|....#|.O..#|XO..#|O...#|.X..#|	1247
23345	5,37,16400	5|.....|.....|O....|....X|O.X.X|	1247
23346	5,65,9224	5|.....|.....|.O..O|...X.|.O..X|	1246
23347	5,1623349,1082401	5|....#|X...#|X...#|.X..#|X.X.#|	1246
23348	5,1082399,63	5|....X|....X|....X|....O|#####|	1246
23349	5,120,1024	5|.....|.....|....O|...XX|XX...|	1246
23350	5,33328,0	5|.....|....X|.....|X...X|X....|	1246
23351	5,14206015,18129983	5|OXX.#|XO..#|XO..#|....#|#####|	1246
23352	5,1098785,17868081	5|O...#|....#|XO..#|.O..#|O...#|	1246
23353	5,2,8212	5|.....|.....|.O...|.....|O.OX.|	1246
23354	5,196639,23330847	5|O.OO.|.OXX.|.....|.....|#####|	1246
23355	5,196639,13631519	5|.OO.O|..XX.|.....|.....|#####|	1246
23356	5,138,324	5|.....|.....|.....|.OXO.|.XOX.|	1246
23357	5,72,32784	5|.....|....O|.....|...X.|OX...|	1246
23358	5,6,1048769	5|....O|.....|.....|..OO.|..XXO|	1246
23359	5,10240,2097668	5|...O.|.....|.X.X.|O....|..O..|	1246
23360	5,3788151,3247203	5|...##|X..##|X..##|.X.##|X.X##|	1246
23361	5,3788027,3247207	5|...##|X..##|X..##|..X##|XXO##|	1246
23362	5,128,2118	5|.....|.....|...O.|..XO.|..OO.|	1246
23363	5,1192,7	5|.....|.....|....X|..X.X|.XOOO|	1246
23364	5,1631281,26510369	5|OO..#|XO..#|XX..#|....#|X...#|	1246
23365	5,1082805,1107497	5|....#|....#|OO..#|OXX.#|XOX.#|	1246
23366	5,3771763,20033123	5|O..##|X..##|.O.##|OX.##|X..##|	1246
23367	5,1665,0	5|.....|.....|....X|X.X..|....X|	1246
23368	5,8228863,28545023	5|OOX##|XXO##|...##|#####|#####|	1245
23369	5,162,2097153	5|...O.|.....|.....|..X.X|...XO|	1245
23370	5,3272291,4033643	5|...##|OO.##|XX.##|X..##|.O.##|	1245
23371	5,352,131	5|.....|.....|.....|.XOXX|...OO|	1245
23372	5,3263859,20557035	5|O..##|O..##|XO.##|.XO##|XO.##|	1245
23373	5,2130943,12650495	5|.OOX.|...OX|....O|#####|#####|	1245
23374	5,2130943,525311	5|...X.|O...X|.....|#####|#####|	1245
23375	5,32784,33	5|.....|....X|.....|....O|X...O|	1245
23376	5,9,8388740	5|.O...|.....|.....|..O..|.XO.X|	1245
23377	5,9,16777232	5|O....|.....|.....|.....|OX..X|	1245
23378	5,4947999,10485791	5|.OXO.|X.XXX|.....|.....|#####|	1245
23379	5,0,1049094	5|....O|.....|.....|O....|..OO.|	1245
23380	5,1,152	5|.....|.....|.....|..O..|OO..X|	1245
23381	5,8236659,28429411	5|OOX##|XX.##|OX.##|X..##|X..##|	1245
23382	5,2124,386	5|.....|.....|...X.|.OOX.|.XXO.|	1245
23383	5,1040,352	5|.....|.....|....X|.O.OO|X....|	1245
23384	5,2124,3	5|.....|.....|...X.|...X.|.XXOO|	1245
23385	5,1082913,18384177	5|O...#|O...#|....#|XO..#|O...#|	1245
23386	5,2,524552	5|.....|O....|.....|.O...|.O.X.|	1245
23387	5,10240,34	5|.....|.....|.X.X.|....O|...O.|	1245
23388	5,20530719,17318431	5|#..XX|#..X.|#...X|#....|#####|	1245
23389	5,2058,8704	5|.....|.....|.O.X.|O....|.X.X.|	1245
23390	5,3263863,3247723	5|...##|...##|X..##|OX.##|XOX##|	1245
23391	5,1032,256	5|.....|.....|....X|.O...|.X...|	1245
23392	5,288,7	5|.....|.....|.....|.X..X|..OOO|	1245
23393	5,3272059,20287075	5|O..##|.O.##|XX.##|OX.##|XX.##|	1244
23394	5,3264511,4034559	5|...##|OO.##|X..##|#####|#####|	1244
23395	5,9216,80	5|.....|.....|.X..X|...O.|O....|	1244
23396	5,1472,600064	5|.....|O..O.|.O.OX|.XXX.|.....|	1244
23397	5,160,18874368	5|O..O.|.....|.....|..X.X|.....|	1244
23398	5,17884209,1082665	5|X...#|....#|XX..#|.O..#|XO..#|	1244
23399	5,672,3072	5|.....|.....|...OO|X.X.X|.....|	1244
23400	5,32799,24117279	5|O.OOO|....X|.....|.....|#####|	1244
23401	5,128,1179650	5|....O|..O..|.....|..X..|...O.|	1244
23402	5,161,262144	5|.....|.O...|.....|..X.X|....X|	1244
23403	5,3263843,12168819	5|.O.##|O..##|XO.##|OX.##|O..##|	1244
23404	5,32799,9503775	5|.O..O|...OX|....O|.....|#####|	1244
23405	5,14,1217	5|.....|.....|....O|..OO.|.XXXO|	1244
23406	5,1631541,1345065	5|....#|XO..#|XX..#|OX..#|XOX.#|	1244
23407	5,3272043,3247735	5|...##|...##|XX.##|OX.##|OXO##|	1244
23408	5,1607679,26535935	5|OO..#|XO..#|OO..#|#####|#####|	1244
23409	5,1568,524288	5|.....|O....|....X|X...X|.....|	1244
23410	5,41,16777216	5|O....|.....|.....|....X|.X..X|	1244
23411	5,1023,11043839	5|.O.O.|O...O|.....|#####|#####|	1244
23412	5,3,44	5|.....|.....|.....|....O|.OOXX|	1244
23413	5,1082917,1082529	5|....#|....#|....#|X.O.#|..X.#|	1244
23414	5,3264119,3247203	5|...##|...##|X..##|X..##|X.X##|	1244
23415	5,1361465,1090853	5|....#|.X..#|XO..#|XO..#|XXO.#|	1244
23416	5,1050623,2262015	5|...OX|..O.O|....X|#####|#####|	1244
23417	5,1028,193	5|.....|.....|....X|..OO.|..X.O|	1244
23418	5,33791,32575487	5|OOOOO|...OX|...OO|#####|#####|	1244
23419	5,76,768	5|.....|.....|.....|OO.X.|.XX..|	1244
23420	5,100,9602328	5|.O..O|..O.O|....O|.O.XX|OOX..|	1244
23421	5,3525739,20024419	5|O..##|.X.##|X..##|...##|.X.##|	1244
23422	5,1147903,2753535	5|...OX|O.OXX|.....|#####|#####|	1244
23423	5,2432,520	5|.....|.....|...X.|OXX..|.O...|	1244
23424	5,1615409,9471009	5|.O..#|X...#|.X..#|X...#|X...#|	1244
23425	5,1030,4194688	5|..O..|.....|....X|.OO..|..XX.|	1244
23426	5,0,32798	5|.....|....O|.....|.....|OOOO.|	1244
23427	5,1152,7	5|.....|.....|....X|..X..|..OOO|	1243
23428	5,2434,620	5|.....|.....|...X.|OXXOO|.OOX.|	1243
23429	5,1877041,1098785	5|....#|XX..#|OX..#|....#|X...#|	1243
23430	5,4,9601216	5|.O..O|..O.O|.....|..OO.|..X..|	1243
23431	5,2128,32	5|.....|.....|...X.|...XO|X....|	1243
23432	5,49183,532511	5|.....|O...X|XO...|.....|#####|	1243
23433	5,20819323,11652707	5|XO.##|XX.##|OX.##|OX.##|XX.##|	1243
23434	5,132,1035	5|.....|.....|....O|..X..|.OXOO|	1243
23435	5,125,2946	5|.....|.....|...O.|OOOXX|XXXOX|	1243
23436	5,1615401,1082401	5|....#|X...#|.X..#|X...#|.X..#|	1243
23437	5,34048,96	5|.....|....X|....X|.X.OO|.....|	1243
23438	5,1099321,1615269	5|....#|O...#|XO..#|XOO.#|XXO.#|	1243
23439	5,608,1049600	5|....O|.....|....O|X..XX|.....|	1243
23440	5,1065,32768	5|.....|....O|....X|....X|.X..X|	1243
23441	5,612,1	5|.....|.....|.....|X..XX|..X.O|	1243
23442	5,3271803,20286563	5|O..##|.O.##|XX.##|...##|XX.##|	1243
23443	5,20548987,11923171	5|XO.##|XO.##|OO.##|OXO##|XX.##|	1243
23444	5,65552,131136	5|.....|..OX.|.....|...O.|X....|	1243
23445	5,1,16390	5|.....|.....|O....|.....|..OOX|	1243
23446	5,165,8400136	5|.O...|.....|.O.OO|.OX.X|.OX.X|	1243
23447	5,1032,164	5|.....|.....|....X|..O.O|.XO..|	1243
23448	5,76,2082	5|.....|.....|...O.|...XO|.XXO.|	1243
23449	5,304,262144	5|.....|.O...|.....|.X..X|X....|	1243
23450	5,3263863,3518051	5|...##|.O.##|XO.##|OX.##|X.X##|	1243
23451	5,2231295,9536511	5|.O.XO|..XOO|...X.|#####|#####|	1243
23452	5,1936,14	5|.....|.....|....X|XXX..|XOOO.|	1243
23453	5,1,1698	5|.....|.....|....O|O.O.O|...OX|	1243
23454	5,1,2184	5|.....|.....|...O.|..O..|.O..X|	1243
23455	5,20465663,17318911	5|#..XX|#....|#...X|#####|#####|	1243
23456	5,130,16802316	5|O....|.....|OO...|O.X..|.OOX.|	1243
23457	5,3272299,20286579	5|O..##|.O.##|XX.##|X..##|OX.##|	1242
23458	5,3780195,3263851	5|...##|X..##|OX.##|XO.##|.O.##|	1242
23459	5,3802111,4195327	5|..OXX|X.X..|.....|#####|#####|	1242
23460	5,128,327681	5|.....|.O.O.|.....|..X..|....O|	1242
23461	5,169,6	5|.....|.....|.....|..X.X|.XOOX|	1242
23462	5,2128,8320	5|.....|.....|.O.X.|..OX.|X....|	1242
23463	5,1835039,8388639	5|.O..X|XX...|.....|.....|#####|	1242
23464	5,100,133248	5|.....|..O..|...O.|..OXX|..X..|	1242
23465	5,289,128	5|.....|.....|.....|.XO.X|....X|	1242
23466	5,9224,32768	5|.....|....O|.X..X|.....|.X...|	1242
23467	5,66,131712	5|.....|..O..|.....|O.OX.|...X.|	1242
23468	5,1868857,17859617	5|O...#|XX..#|....#|....#|XX..#|	1242
23469	5,2196479,31065087	5|OOOXO|O.OXX|.....|#####|#####|	1242
23470	5,1099041,10004001	5|.O..#|O...#|XO..#|OX..#|....#|	1242
23471	5,33344,1048576	5|....O|....X|.....|X..X.|.....|	1242
23472	5,17892351,15205375	5|XOOOX|O..X.|.....|#####|#####|	1242
23473	5,2229247,17893375	5|O..XO|..XO.|....O|#####|#####|	1242
23474	5,1098801,1213737	5|....#|..O.#|X...#|.O..#|XO..#|	1242
23475	5,1,16930	5|.....|.....|O....|O...O|...OX|	1242
23476	5,1569,16	5|.....|.....|....X|X...X|O...X|	1242
23477	5,1631281,9733153	5|.O..#|XO..#|XX..#|....#|X...#|	1242
23478	5,10,131073	5|.....|..O..|.....|.....|.X.XO|	1242
23479	5,65,65792	5|.....|...O.|.....|.O.X.|....X|	1242
23480	5,3771519,11652223	5|.O.##|X..##|O..##|...##|#####|	1242
23481	5,17,546	5|.....|.....|.....|O...O|X..OX|	1242
23482	5,2556927,29893631	5|OOOX.|OXXX.|.O...|#####|#####|	1242
23483	5,70,2448	5|.....|.....|...O.|.OOX.|O.XX.|	1241
23484	5,66591,3440671	5|...OO|.O.XO|....X|.....|#####|	1241
23485	5,1288,24704	5|.....|.....|OO..X|.XO..|.X...|	1241
23486	5,449,28	5|.....|.....|.....|.XXX.|OOO.X|	1241
23487	5,1098785,9471537	5|.O..#|....#|X...#|O...#|O...#|	1241
23488	5,1214241,9487393	5|.O..#|..X.#|O...#|XX..#|....#|	1241
23489	5,1573887,132095	5|....X|X.O..|.....|#####|#####|	1241
23490	5,48,260	5|.....|.....|.....|.O..X|X.O..|	1241
23491	5,1353249,18400545	5|O...#|OX..#|OX..#|XO..#|....#|	1241
23492	5,2,1220	5|.....|.....|....O|..OO.|..OX.|	1241
23493	5,43,1220	5|.....|.....|....O|..OOX|.XOXX|	1241
23494	5,4441151,2621471	5|..XO.|O.XXX|X...X|....X|#####|	1241
23495	5,2,180	5|.....|.....|.....|..O.O|O.OX.|	1241
23496	5,2098175,9537535	5|.O.XO|...OO|....O|#####|#####|	1241
23497	5,17868089,1082913	5|X...#|....#|.X..#|OX..#|XX..#|	1241
23498	5,46,3072	5|.....|.....|...OO|....X|.XXX.|	1241
23499	5,1458207,25690143	5|OO..X|OXX..|X....|.....|#####|	1241
23500	5,1048596,2	5|....X|.....|.....|.....|X.XO.|	1241
23501	5,3771507,3534571	5|...##|XO.##|OO.##|O.O##|XO.##|	1241
23502	5,1050623,31558655	5|OOOOX|...OO|...OX|#####|#####|	1241
23503	5,1312,67	5|.....|.....|....X|.X.OX|...OO|	1241
23504	5,2,22200865	5|O.O.O|..O.O|O....|O...O|...XO|	1241
23505	5,6,1099313	5|....O|....O|O...O|O...O|O.XXO|	1241
23506	5,1623345,1082405	5|....#|X...#|X...#|.X..#|X.O.#|	1240
23507	5,162,2048	5|.....|.....|...O.|..X.X|...X.|	1240
23508	5,1048607,10650655	5|.O.OX|..O.O|....O|.....|#####|	1240
23509	5,3,32928	5|.....|....O|.....|..O.O|...XX|	1240
23510	5,56,16384	5|.....|.....|O....|....X|XX...|	1240
23511	5,9216,130	5|.....|.....|.X..X|..O..|...O.|	1240
23512	5,1083391,6358015	5|..OOX|...OX|....X|#####|#####|	1240
23513	5,2624,66560	5|.....|...O.|...XO|X..X.|.....|	1240
23514	5,49168,8	5|.....|....X|X....|.....|XO...|	1240
23515	5,1082677,1099297	5|....#|....#|O...#|OX..#|X.X.#|	1240
23516	5,2,17376496	5|O....|O..O.|.O..O|..OOO|O..X.|	1240
23517	5,2196479,21103615	5|O.OX.|..OXX|.....|#####|#####|	1240
23518	5,1099041,1344557	5|....#|.O..#|X...#|.X..#|.OO.#|	1240
23519	5,2,4194401	5|..O..|.....|.....|...OO|...XO|	1240
23520	5,6,1224	5|.....|.....|....O|..OO.|.OXX.|	1240
23521	5,2304,1703936	5|....O|O.O..|...X.|.X...|.....|	1240
23522	5,6,2112	5|.....|.....|...O.|...O.|..XX.|	1240
23523	5,2719775,17825823	5|O..XO|X..XX|.....|.....|#####|	1240
23524	5,1092,2472	5|.....|.....|...OX|.OOXO|.OX..|	1240
23525	5,7111679,26280959	5|OOXXO|XX.OX|.....|#####|#####|	1240
23526	5,85,1056	5|.....|.....|....O|...XO|X.X.X|	1240
23527	5,20557435,3247203	5|X..##|X..##|.X.##|X..##|XX.##|	1240
23528	5,1083185,1107105	5|....#|....#|OO..#|XXO.#|X...#|	1240
23529	5,1344,2048	5|.....|.....|...OX|.X.X.|.....|	1240
23530	5,544,163968	5|.....|..O.O|.....|X.O.X|.....|	1240
23531	5,65,9254	5|.....|.....|.O..O|...XO|..OOX|	1239
23532	5,68,589824	5|.....|O..O.|.....|...X.|..X..|	1239
23533	5,48,17862408	5|O...O|....O|...OO|OO..X|XO...|	1239
23534	5,1082921,17876261	5|O...#|....#|O...#|XO..#|.XO.#|	1239
23535	5,73,3104	5|.....|.....|...OO|...XO|.X..X|	1239
23536	5,1280,16912	5|.....|.....|O...X|OX...|O....|	1239
23537	5,160,3801089	5|...OO|O.O..|.....|..X.X|....O|	1239
23538	5,5768191,263167	5|..X.X|XO...|.....|#####|#####|	1239
23539	5,32856,0	5|.....|....X|.....|...X.|XX...|	1239
23540	5,1623609,9741605	5|.O..#|XO..#|XO..#|XO..#|XXO.#|	1239
23541	5,4034163,28437603	5|OO.##|XX.##|OO.##|X..##|X..##|	1239
23542	5,1099193,1090597	5|....#|....#|XO..#|.XX.#|XXO.#|	1239
23543	5,128,172032	5|.....|..O.O|.O...|..X..|.....|	1239
23544	5,20533247,17351679	5|#..XX|#..XO|#..XX|#####|#####|	1239
23545	5,3779955,20024931	5|O..##|X..##|.X.##|OX.##|X..##|	1239
23546	5,1,78	5|.....|.....|.....|...O.|.OOOX|	1239
23547	5,31,3686431	5|...OO|O....|O....|.....|#####|	1239
23548	5,1606705,9750057	5|.O..#|XO..#|O...#|O...#|XO..#|	1239
23549	5,52,67	5|.....|.....|.....|...OX|X.XOO|	1239
23550	5,3180543,12780543	5|.OOXX|..OOX|....X|#####|#####|	1239
23551	5,224,3088	5|.....|.....|...OO|..XXX|O....|	1239
23552	5,1107001,1868833	5|....#|OO..#|XX..#|....#|XX..#|	1239
23553	5,131,66592	5|.....|...O.|....O|..X.O|...XX|	1239
23554	5,10,1048704	5|....O|.....|.....|..O..|.X.X.|	1239
23555	5,196,32771	5|.....|....O|.....|..XX.|..XOO|	1239
23556	5,1115135,15336447	5|.OOOX|O.OX.|.....|#####|#####|	1239
23557	5,229407,9437215	5|.O..O|..XXX|.....|.....|#####|	1239
23558	5,1082801,1082921	5|....#|....#|....#|OXX.#|XO..#|	1239
23559	5,17441,524288	5|.....|O....|X...X|....X|....X|	1239
23560	5,2432,1090	5|.....|.....|...XO|.XXO.|...O.|	1239
23561	5,3272059,3247715	5|...##|...##|XX.##|OX.##|XX.##|	1238
23562	5,69,400	5|.....|.....|.....|.OOX.|O.X.X|	1238
23563	5,545,272	5|.....|.....|.....|XO..X|O...X|	1238
23564	5,3,4227072	5|..O..|....O|.....|.....|...XX|	1238
23565	5,3263851,3247735	5|...##|...##|X..##|OX.##|OXO##|	1238
23566	5,68,2097283	5|...O.|.....|.....|..OX.|..XOO|	1238
23567	5,32792,32	5|.....|....X|.....|....O|XX...|	1238
23568	5,2560,8396800	5|.O...|.....|.O.X.|X....|.....|	1238
23569	5,78,2448	5|.....|.....|...O.|.OOX.|OXXX.|	1238
23570	5,5801983,17860607	5|O.X.#|X...#|....#|#####|#####|	1238
23571	5,3263859,28945507	5|OO.##|O..##|XO.##|.X.##|X..##|	1238
23572	5,20025343,12177407	5|XO.##|O..##|O..##|#####|#####|	1238
23573	5,130,40	5|.....|.....|.....|..X.O|.O.X.|	1238
23574	5,166943,1114143	5|....O|..XOX|...XX|.....|#####|	1238
23575	5,131103,3670047	5|...OO|O.X..|.....|.....|#####|	1238
23576	5,232,279	5|.....|.....|.....|.OXXX|OXOOO|	1238
23577	5,9473,16384	5|.....|.....|OX..X|.X...|....X|	1238
23578	5,66,1048588	5|....O|.....|.....|...X.|.OOX.|	1238
23579	5,0,1048636	5|....O|.....|.....|....O|OOO..|	1238
23580	5,66559,31491071	5|OOOO.|...XO|.....|#####|#####|	1238
23581	5,2,357	5|.....|.....|.....|.O.OO|..OXO|	1238
23582	5,6,1345	5|.....|.....|....O|.O.O.|..XXO|	1238
23583	5,4,2162688	5|...O.|...O.|.....|.....|..X..|	1238
23584	5,1049631,231455	5|....X|..OOO|...OX|.....|#####|	1238
23585	5,131,65612	5|.....|...O.|.....|..XO.|.OOXX|	1238
23586	5,176,5	5|.....|.....|.....|..X.X|X.O.O|	1238
23587	5,1,540704	5|.....|O....|O....|....O|....X|	1238
23588	5,3526119,3247739	5|...##|.X.##|X..##|OXX##|OOX##|	1238
23589	5,42,1088	5|.....|.....|....O|...OX|.X.X.|	1238
23590	5,3,8268	5|.....|.....|.O...|...O.|.OOXX|	1238
23591	5,19957759,1023	5|X..XX|....X|....X|#####|#####|	1238
23592	5,1064,4	5|.....|.....|....X|....X|.XO..|	1238
23593	5,19,10272	5|.....|.....|.O.O.|....O|X..XX|	1238
23594	5,496,527	5|.....|.....|.....|OXXXX|XOOOO|	1237
23595	5,1769503,12582943	5|.OO.X|X.XX.|.....|.....|#####|	1237
23596	5,1152,262176	5|.....|.O...|....X|..X.O|.....|	1237
23597	5,216,5	5|.....|.....|.....|..XX.|XXO.O|	1237
23598	5,9217,96	5|.....|.....|.X..X|...OO|....X|	1237
23599	5,160,327936	5|.....|.O.O.|.....|.OX.X|.....|	1237
23600	5,1310751,163871	5|....X|.XO.O|.....|.....|#####|	1237
23601	5,1348,3	5|.....|.....|....X|.X.X.|..XOO|	1237
23602	5,1098785,1607209	5|....#|O...#|X...#|O...#|.O..#|	1237
23603	5,3255923,4033643	5|...##|OO.##|.X.##|X..##|XO.##|	1237
23604	5,1217,16802346	5|O....|.....|OO..X|O.XXO|.O.OX|	1237
23605	5,66,132352	5|.....|..O..|....O|.O.X.|...X.|	1237
23606	5,0,1680	5|.....|.....|....O|O.O..|O....|	1237
23607	5,1122335,8421407	5|.O..X|...XO|.X...|.....|#####|	1237
23608	5,3,2097284	5|...O.|.....|.....|..O..|..OXX|	1237
23609	5,1353009,26789409	5|OO..#|OX..#|OX..#|OX..#|X...#|	1237
23610	5,2047,30444543	5|OOO.O|....O|...OX|#####|#####|	1237
23611	5,8160255,8389631	5|.OXXX|XX..X|.....|#####|#####|	1237
23612	5,130,8268	5|.....|.....|.O...|..XO.|.OOX.|	1237
23613	5,3272043,20811379	5|O..##|OO.##|XX.##|OX.##|OX.##|	1237
23614	5,1033,131204	5|.....|..O..|....X|..O..|.XO.X|	1237
23615	5,1361457,1090849	5|....#|.X..#|XO..#|XO..#|X...#|	1237
23616	5,1082937,1623329	5|....#|O...#|O...#|XO..#|XX..#|	1237
23617	5,40968,160	5|.....|....X|.X...|..O.O|.X...|	1237
23618	5,35871,5308447	5|..O.O|...OX|...XX|.....|#####|	1237
23619	5,1083065,1082405	5|....#|....#|....#|X.X.#|XXO.#|	1237
23620	5,35,128	5|.....|.....|.....|..O.X|...XX|	1237
23621	5,1091113,1361313	5|....#|.O..#|OX..#|XOO.#|.X..#|	1237
23622	5,1090865,1885737	5|....#|OO..#|OX..#|OX..#|XO..#|	1237
23623	5,2294783,30671871	5|OOOXO|.OXX.|.....|#####|#####|	1237
23624	5,2785311,1048607	5|...XO|X.X.X|.....|.....|#####|	1237
23625	5,229407,5505055	5|..O.O|.OXXX|.....|.....|#####|	1237
23626	5,33791,11076607	5|.O.O.|O..OX|.....|#####|#####|	1237
23627	5,1933343,31457311	5|OOOOX|XX.XX|.....|.....|#####|	1237
23628	5,3015679,30508031	5|OOOXO|XXXOO|.....|#####|#####|	1237
23629	5,32812,0	5|.....|....X|.....|....X|.XX..|	1237
23630	5,1096,1	5|.....|.....|....X|...X.|.X..O|	1237
23631	5,65,10272	5|.....|.....|.O.O.|...XO|....X|	1236
23632	5,3263859,20286571	5|O..##|.O.##|X..##|.X.##|XO.##|	1236
23633	5,428063,7406623	5|..OOO|.XXOX|...XO|.....|#####|	1236
23634	5,1762367,30704703	5|OOO.#|XOX.#|XX..#|....#|#####|	1236
23635	5,32799,19202079	5|O..O.|.O.OX|.....|.....|#####|	1236
23636	5,0,51232	5|.....|....O|O..O.|....O|.....|	1236
23637	5,80,2816	5|.....|.....|...O.|OO.X.|X....|	1236
23638	5,9344,327680	5|.....|.O.O.|.X..X|..X..|.....|	1236
23639	5,1030,34944	5|.....|....O|...OX|..O..|..XX.|	1236
23640	5,1023,24413183	5|O.OOO|.O..O|.....|#####|#####|	1236
23641	5,453,10	5|.....|.....|.....|.XXX.|.OXOX|	1236
23642	5,0,65566	5|.....|...O.|.....|.....|OOOO.|	1236
23643	5,1028,16400	5|.....|.....|O...X|.....|O.X..|	1236
23644	5,129,10496	5|.....|.....|.O.O.|.OX..|....X|	1236
23645	5,1184,131075	5|.....|..O..|....X|..X.X|...OO|	1236
23646	5,2692,1090	5|.....|.....|...XO|X.XO.|..XO.|	1236
